productID,designerName,merchandiserName
450632,Myoho,drashti@azafashions.com
450633,Myoho,drashti@azafashions.com
450634,Myoho,drashti@azafashions.com
450635,Myoho,drashti@azafashions.com
450636,Myoho,drashti@azafashions.com
450637,Myoho,drashti@azafashions.com
450638,"Vana Ethnics",rashid@azafashions.com
450639,"Vana Ethnics",rashid@azafashions.com
450640,"Vana Ethnics",rashid@azafashions.com
450641,"Vana Ethnics",rashid@azafashions.com
450642,"Vana Ethnics",rashid@azafashions.com
450643,"Vana Ethnics",rashid@azafashions.com
450644,"Vana Ethnics",rashid@azafashions.com
450645,"Vana Ethnics",rashid@azafashions.com
450646,"Vana Ethnics",rashid@azafashions.com
450647,"Vana Ethnics",rashid@azafashions.com
450648,"Vana Ethnics",rashid@azafashions.com
450649,"Vana Ethnics",rashid@azafashions.com
450653,"Kanchi SS",priyankam@azafashions.com
450654,"Kanchi SS",priyankam@azafashions.com
450655,"Kanchi SS",priyankam@azafashions.com
450687,"Pret A Porter SS",priyankam@azafashions.com
450689,"Pret A Porter NB",priyankam@azafashions.com
450691,"Pret A Porter SS",priyankam@azafashions.com
450699,"Adi By Aditya Khandelwl",drashti@azafashions.com
450700,"Adi By Aditya Khandelwl",drashti@azafashions.com
450701,"Adi By Aditya Khandelwl",drashti@azafashions.com
450702,"Adi By Aditya Khandelwl",drashti@azafashions.com
450703,"Adi By Aditya Khandelwl",drashti@azafashions.com
450704,"Adi By Aditya Khandelwl",drashti@azafashions.com
450705,"Adi By Aditya Khandelwl",drashti@azafashions.com
450706,"Adi By Aditya Khandelwl",drashti@azafashions.com
450707,"Adi By Aditya Khandelwl",drashti@azafashions.com
450708,"Adi By Aditya Khandelwl",drashti@azafashions.com
450709,"Adi By Aditya Khandelwl",drashti@azafashions.com
450710,"Adi By Aditya Khandelwl",drashti@azafashions.com
450711,"Adi By Aditya Khandelwl",drashti@azafashions.com
450712,"Adi By Aditya Khandelwl",drashti@azafashions.com
450713,"Adi By Aditya Khandelwl",drashti@azafashions.com
450737,"Tarini Vij",drashti@azafashions.com
450738,"Tarini Vij",drashti@azafashions.com
450739,"Tarini Vij",drashti@azafashions.com
450740,"Tarini Vij",drashti@azafashions.com
450741,"Tarini Vij",drashti@azafashions.com
450742,"Tarini Vij",drashti@azafashions.com
450743,"Tarini Vij",drashti@azafashions.com
450744,"Tarini Vij",drashti@azafashions.com
450745,"Tarini Vij",drashti@azafashions.com
450746,"Tarini Vij",drashti@azafashions.com
450747,"Tarini Vij",drashti@azafashions.com
450748,"Tarini Vij",drashti@azafashions.com
450749,"Tarini Vij",drashti@azafashions.com
450750,"Tarini Vij",drashti@azafashions.com
450751,"Tarini Vij",drashti@azafashions.com
450752,"Tarini Vij",drashti@azafashions.com
450753,"Tarini Vij",drashti@azafashions.com
450754,"Tarini Vij",drashti@azafashions.com
450755,"Vidhi Wadhwani",dhwani@azafashions.com
450756,"Vidhi Wadhwani",dhwani@azafashions.com
450757,"Vidhi Wadhwani",dhwani@azafashions.com
450758,"Vidhi Wadhwani",dhwani@azafashions.com
450759,"Vidhi Wadhwani",dhwani@azafashions.com
450760,"Vidhi Wadhwani",dhwani@azafashions.com
450761,"Vidhi Wadhwani",dhwani@azafashions.com
450762,"Vidhi Wadhwani",dhwani@azafashions.com
450763,"Vidhi Wadhwani",dhwani@azafashions.com
450764,"Vidhi Wadhwani",dhwani@azafashions.com
450765,"Vidhi Wadhwani",dhwani@azafashions.com
450766,"Vidhi Wadhwani",dhwani@azafashions.com
450767,"Vidhi Wadhwani",dhwani@azafashions.com
450768,"Vidhi Wadhwani",dhwani@azafashions.com
450769,"Vidhi Wadhwani",dhwani@azafashions.com
450770,"Vidhi Wadhwani",dhwani@azafashions.com
450771,"Vidhi Wadhwani",dhwani@azafashions.com
450772,"Vidhi Wadhwani",dhwani@azafashions.com
450773,"Vidhi Wadhwani",dhwani@azafashions.com
450774,"Vidhi Wadhwani",dhwani@azafashions.com
450775,"Vidhi Wadhwani",dhwani@azafashions.com
450776,"Vidhi Wadhwani",dhwani@azafashions.com
450777,"Vidhi Wadhwani",dhwani@azafashions.com
450778,"Vidhi Wadhwani",dhwani@azafashions.com
450779,"Vidhi Wadhwani",dhwani@azafashions.com
450780,"Vidhi Wadhwani",dhwani@azafashions.com
450781,"Vidhi Wadhwani",dhwani@azafashions.com
450782,"Vidhi Wadhwani",dhwani@azafashions.com
450783,"Vidhi Wadhwani",dhwani@azafashions.com
450784,"Vidhi Wadhwani",dhwani@azafashions.com
450785,"Vidhi Wadhwani",dhwani@azafashions.com
450786,"Vidhi Wadhwani",dhwani@azafashions.com
450787,"Vidhi Wadhwani",dhwani@azafashions.com
450790,"Kanchi SS",priyankam@azafashions.com
450792,"Kanchi SS",priyankam@azafashions.com
450793,"Kanchi SS",priyankam@azafashions.com
450837,"Kanchi NB",priyankam@azafashions.com
450858,"Kanchi NB",priyankam@azafashions.com
450880,"Aynaa_Arihant Rai Sinha",priyankam@azafashions.com
450889,"Qala Clothing",drashti@azafashions.com
450890,"Qala Clothing",drashti@azafashions.com
450891,"Qala Clothing",drashti@azafashions.com
450892,"Qala Clothing",drashti@azafashions.com
450893,"Qala Clothing",drashti@azafashions.com
450894,"Qala Clothing",drashti@azafashions.com
450895,"Qala Clothing",drashti@azafashions.com
450896,"Qala Clothing",drashti@azafashions.com
450897,"Qala Clothing",drashti@azafashions.com
450898,"Qala Clothing",drashti@azafashions.com
450899,"Qala Clothing",drashti@azafashions.com
450900,"Qala Clothing",drashti@azafashions.com
450901,"Qala Clothing",drashti@azafashions.com
450902,"Qala Clothing",drashti@azafashions.com
450903,"Qala Clothing",drashti@azafashions.com
450904,"Qala Clothing",drashti@azafashions.com
450905,"Qala Clothing",drashti@azafashions.com
450906,"Qala Clothing",drashti@azafashions.com
450907,"Qala Clothing",drashti@azafashions.com
450908,"Qala Clothing",drashti@azafashions.com
